Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2019-12-01,Panthers,Washington,4,13:01,4,13,CAR 33,14-15,Michael Palardy punts 39 yards returned by Steven Sims for 5 yards (tackle by Andre Smith),0,-1.180,-1.140,.04
2019-12-01,Titans,Colts,4,11:08,4,7,CLT 47,17-17,Brett Kern punts 37 yards fair catch by Nyheim Hines at IND-10,0,0.130,0.380,.25
2019-12-01,Jets,Bengals,4,13:01,4,14,NYJ 5,6-22,Lac Edwards punts 55 yards downed by Thomas Hennessy,0,-2.490,-1.600,.89
2019-12-01,Cardinals,Rams,3,3:32,4,9,CRD 12,0-34,Andy Lee punts 48 yards fair catch by Jojo Natson at LA-40,0,-2.490,-1.600,.89
2019-12-01,Bengals,Jets,4,11:20,4,4,CIN 46,22-6,Kevin Huber punts 54 yards touchback.,0,-0.320,-0.280,.04
2019-12-01,Buccaneers,Jaguars,4,11:32,4,13,TAM 22,25-11,Bradley Pinion punts 58 yards returned by Dede Westbrook for 43 yards (tackle by Sam Acho),0,-1.900,-3.120,-1.22
2019-12-01,Browns,Steelers,4,5:46,4,18,PIT 38,13-20,Austin Seibert punts 37 yards downed by Stephen Carlson,0,0.720,0.380,-0.34
2019-12-01,Panthers,Washington,4,7:39,4,16,CAR 19,14-22,Michael Palardy punts 42 yards returned by Steven Sims for 6 yards (tackle by Jermaine Carter),0,-2.140,-1.930,.21
2019-12-01,Eagles,Dolphins,4,9:36,4,4,PHI 31,28-34,Cameron Johnston punts 42 yards fair catch by Marcus Sherels at MIA-27. Penalty on Chris Lammons: Offensive Holding 10 yards. Penalty on Jomal Wiltz: Illegal Use of Hands 10 yards,0,-1.310,0.060,1.37
2019-12-01,Packers,Giants,4,4:29,4,7,GNB 48,31-13,JK Scott punts 46 yards,0,-0.190,0.380,.57
2019-12-01,Bengals,Jets,4,3:47,4,9,CIN 47,22-6,Kevin Huber punts 39 yards fair catch by Braxton Berrios at NYJ-14,0,-0.260,0.280,.54
2019-12-01,Steelers,Browns,4,1:52,4,6,PIT 47,20-13,Jordan Berry punts 53 yards touchback.,0,-0.260,-0.280,-0.02
2019-12-01,Buccaneers,Jaguars,4,5:02,4,11,TAM 2,25-11,Bradley Pinion punts 63 yards returned by Dede Westbrook for 5 yards (tackle by Jordan Whitehead). Penalty on Michael Walker: Illegal Block Above the Waist 10 yards. Penalty on Austin Calitro: Illegal Block Above the Waist 10 yards,0,-2.490,-0.940,1.55
2019-12-01,Rams,Cardinals,4,6:40,4,5,RAM 25,34-7,Johnny Hekker punts 39 yards out of bounds,0,-1.700,-1.330,.37
2019-12-01,Texans,Patriots,4,2:44,4,11,NWE 43,28-15,Bryan Anger punts 37 yards downed by Keion Crossen,0,0.400,0.380,-0.02
2019-12-01,Dolphins,Eagles,4,0:15,4,6,MIA 41,37-31,Matt Haack punts 28 yards out of bounds,0,-0.650,-1.000,-0.35
2019-12-01,Rams,Cardinals,4,0:30,4,18,RAM 20,34-7,Johnny Hekker punts 41 yards downed by Mike Thomas. Penalty on Mike Thomas: Illegal Touch Kick 5 yards,0,-2.030,-1.860,.17
2019-11-28,Falcons,Saints,1,13:11,4,13,ATL 22,0-0,Ryan Allen punts 8 yards downed by Sharrod Neasman,0,-1.900,-3.580,-1.68
2019-11-28,Falcons,Saints,1,7:54,4,7,NOR 40,0-7,Ryan Allen punts 38 yards out of bounds,0,0.590,0.380,-0.21
2019-11-28,Bills,Cowboys,1,7:31,4,3,BUF 37,0-7,Corey Bojorquez punts 58 yards out of bounds,0,-0.910,0.380,1.29
2019-11-28,Bears,Lions,1,9:37,4,4,CHI 31,7-7,Pat O'Donnell punts 50 yards returned by Danny Amendola for 3 yards (tackle by Cordarrelle Patterson),0,-1.310,-0.410,.90
2019-11-28,Saints,Falcons,1,4:57,4,5,NOR 22,7-0,Thomas Morstead punts 53 yards out of bounds,0,-1.900,-0.610,1.29
2019-11-28,Cowboys,Bills,1,5:20,4,6,BUF 43,7-0,Chris Jones punts 41 yards downed by Ventell Bryant,0,0.400,0.380,-0.02
2019-11-28,Bills,Cowboys,1,1:07,4,11,DAL 45,0-7,Corey Bojorquez punts 35 yards out of bounds,0,0.270,0.380,.11
2019-11-28,Lions,Bears,1,2:45,4,10,CHI 49,14-7,Sam Martin punts 34 yards returned by Tarik Cohen for no gain (tackle by Dee Virgin),0,0.000,0.220,.22
2019-11-28,Saints,Falcons,2,13:38,4,2,NOR 10,7-0,Thomas Morstead punts 45 yards out of bounds,0,-2.490,-1.930,.56
2019-11-28,Bears,Lions,1,1:49,4,8,CHI 17,7-14,Pat O'Donnell punts 43 yards returned by Danny Amendola for 5 yards (tackle by Nick Kwiatkoski),0,-2.320,-1.930,.39
2019-11-28,Lions,Bears,1,0:56,4,5,DET 50,14-7,Sam Martin punts 41 yards downed by Miles Killebrew,0,-0.060,0.380,.44
2019-11-28,Cowboys,Bills,2,11:55,4,6,DAL 45,7-0,Chris Jones punts 40 yards fair catch by Andre Roberts at BUF-15,0,-0.390,0.220,.61
2019-11-28,Saints,Falcons,3,12:52,4,5,NOR 24,17-9,Thomas Morstead punts 44 yards returned by Kenjon Barner for 2 yards (tackle by Justin Hardee),0,-1.770,-1.200,.57
2019-11-28,Falcons,Saints,3,10:53,4,15,ATL 29,9-17,Ryan Allen punts 41 yards returned by Deonte Harris for no gain (tackle by Jermaine Grace). Penalty on J.T. Gray: Illegal Block Above the Waist 10 yards,0,-1.440,-0.280,1.16
2019-11-28,Lions,Bears,3,13:59,4,6,DET 29,17-10,Sam Martin punts 45 yards returned by Tarik Cohen for -4 yards (tackle by Miles Killebrew). Penalty on Dee Virgin: Unsportsmanlike Conduct 15 yards,0,-1.440,-1.400,.04
2019-11-28,Lions,Bears,3,9:27,4,11,DET 40,17-10,Sam Martin punts 60 yards touchback.,0,-0.720,-0.280,.44
2019-11-28,Saints,Falcons,3,1:05,4,21,NOR 40,20-9,Thomas Morstead punts 52 yards returned by Kenjon Barner for -2 yards (tackle by J.T. Gray),0,-0.720,0.380,1.10
2019-11-28,Bears,Lions,4,8:48,4,14,CHI 21,17-20,Pat O'Donnell punts 51 yards returned by Danny Amendola for 6 yards (tackle by Joel Iyiegbuniwe),0,-1.960,-1.200,.76
2019-11-28,Lions,Bears,4,6:48,4,5,DET 39,20-17,Sam Martin punts 51 yards fair catch by Tarik Cohen at CHI-10,0,-0.780,0.380,1.16
2019-11-28,Bills,Cowboys,4,5:36,4,6,BUF 37,26-7,Corey Bojorquez punts 33 yards out of bounds,0,-0.910,-0.940,-0.03
2019-11-25,Rams,Ravens,1,13:45,4,8,RAM 27,0-0,Johnny Hekker punts 48 yards returned by De'Anthony Thomas for 20 yards (tackle by Kenny Young),0,-1.570,-1.930,-0.36
2019-11-25,Rams,Ravens,1,5:35,4,12,RAM 23,0-7,Johnny Hekker punts 55 yards returned by De'Anthony Thomas for 17 yards (tackle by Samson Ebukam and Nick Scott),0,-1.830,-1.530,.30
2019-11-25,Rams,Ravens,3,8:56,4,2,RAM 33,6-35,Penalty on Troy Reeder: False Start 5 yards (no play),0,-1.180,-1.500,-0.32
2019-11-25,Rams,Ravens,3,8:56,4,7,RAM 28,6-35,Johnny Hekker punts 50 yards fair catch by De'Anthony Thomas at BAL-22,0,-1.500,-0.410,1.09
2019-11-25,Ravens,Rams,3,2:34,4,9,RAM 38,35-6,Penalty on LAR: Defensive Too Many Men on Field 5 yards (no play),0,0.720,1.180,.46
2019-11-25,Rams,Ravens,4,5:08,4,11,RAM 24,6-45,Johnny Hekker punts 47 yards returned by De'Anthony Thomas for 8 yards (tackle by Malcolm Brown),0,-1.770,-1.400,.37
2019-11-25,Ravens,Rams,4,3:22,4,5,RAV 42,45-6,Sam Koch punts 48 yards returned by Jojo Natson for 4 yards (tackle by Iman Marshall),0,-0.590,0.280,.87
2019-11-24,Cowboys,Patriots,1,13:48,4,1,DAL 34,0-0,Chris Jones punts 44 yards downed by Justin March-Lillard,0,-1.110,-0.410,.70
2019-11-24,Eagles,Seahawks,1,13:33,4,7,PHI 40,0-0,Cameron Johnston punts 44 yards returned by David Moore for 6 yards (tackle by Alex Singleton),0,-0.720,-0.410,.31
2019-11-24,Giants,Bears,1,12:57,4,10,CHI 47,0-0,Riley Dixon punts 39 yards fair catch by Tarik Cohen at CHI-8,0,0.130,0.380,.25
2019-11-24,Seahawks,Eagles,1,11:58,4,16,SEA 16,0-0,Michael Dickson punts 27 yards out of bounds,0,-2.390,-2.720,-0.33
2019-11-24,Bengals,Steelers,1,11:46,4,2,CIN 46,0-0,Kevin Huber punts 52 yards out of bounds,0,-0.320,0.380,.70
2019-11-24,Patriots,Cowboys,1,11:22,4,8,NWE 49,0-0,Jake Bailey punts 32 yards downed by Rex Burkhead,0,-0.130,-0.150,-0.02
2019-11-24,Bears,Giants,1,11:38,4,2,CHI 16,0-0,Pat O'Donnell punts 45 yards returned by Golden Tate for no gain (tackle by Sherrick McManis). Penalty on Elijhaa Penny: Offensive Holding 10 yards,0,-2.390,-0.870,1.52
2019-11-24,Broncos,Bills,1,10:07,4,19,BUF 44,0-0,Colby Wadman punts 34 yards out of bounds,0,0.330,0.380,.05
2019-11-24,Jaguars,Titans,1,9:01,4,23,OTI 41,0-0,Logan Cooke punts 30 yards downed by Brandon Watson,0,0.530,0.370,-0.16
2019-11-24,Packers,49ers,1,11:39,4,4,GNB 31,0-7,JK Scott punts 41 yards (tackle by Jamaal Williams),0,-1.310,-1.470,-0.16
2019-11-24,Steelers,Bengals,1,9:27,4,2,PIT 10,0-0,Jordan Berry punts 60 yards returned by Alex Erickson for no gain (tackle by Justin Layne),0,-2.490,-0.940,1.55
2019-11-24,Panthers,Saints,1,9:15,4,7,CAR 28,0-0,Michael Palardy punts 47 yards returned by Alvin Kamara for -2 yards (tackle by Brian Burns),0,-1.500,-0.480,1.02
2019-11-24,Falcons,Buccaneers,1,9:31,4,8,TAM 40,3-0,Ryan Allen punts 37 yards out of bounds,0,0.590,0.380,-0.21
2019-11-24,Bengals,Steelers,1,7:03,4,9,CIN 31,0-0,Kevin Huber punts 44 yards out of bounds,0,-1.310,-0.610,.70
2019-11-24,Giants,Bears,1,8:40,4,3,NYG 47,0-0,Riley Dixon punts 44 yards fair catch by Tarik Cohen at CHI-9,0,-0.260,0.380,.64
2019-11-24,Titans,Jaguars,1,5:30,4,8,JAX 41,0-0,Brett Kern punts 35 yards downed by Christopher Milton,0,0.530,0.380,-0.15
2019-11-24,Saints,Panthers,1,6:56,4,6,NOR 27,0-0,Penalty on NOR: Delay of Game 5 yards (no play),0,-1.570,-1.900,-0.33
2019-11-24,49ers,Packers,1,8:42,4,16,GNB 45,7-0,Mitch Wishnowsky punts 33 yards fair catch by Tremon Smith at GB-12,0,0.270,0.350,.08
2019-11-24,Dolphins,Browns,1,8:50,4,17,MIA 33,0-7,Matt Haack punts 50 yards returned by Dontrell Hilliard for 6 yards (tackle by Patrick Laird and Walt Aikens),0,-1.180,-0.480,.70
2019-11-24,Saints,Panthers,1,6:50,4,11,NOR 22,0-0,Thomas Morstead punts 51 yards muffed catch by Rashaan Gaulden recovered by J.T. Gray at CAR-27 (tackle by Colin Jones),0,-1.900,3.780,5.68
2019-11-24,Jaguars,Titans,1,4:04,4,7,JAX 9,0-0,Logan Cooke punts 55 yards returned by Adam Humphries for 1 yard (tackle by Michael Walker),0,-2.490,-1.400,1.09
2019-11-24,Packers,49ers,1,7:05,4,9,GNB 13,0-7,JK Scott punts 38 yards downed by Danny Vitale,0,-2.490,-2.190,.30
2019-11-24,Patriots,Cowboys,1,5:04,4,8,DAL 45,0-0,Jake Bailey punts 45 yards touchback.,0,0.270,-0.280,-0.55
2019-11-24,Browns,Dolphins,1,5:46,4,21,CLE 35,7-0,Jamie Gillan punts 37 yards returned by Marcus Sherels for no gain (tackle by Juston Burris). Penalty on Jomal Wiltz: Illegal Block Above the Waist 10 yards,0,-1.040,-0.040,1.00
2019-11-24,Falcons,Buccaneers,1,4:08,4,17,TAM 44,3-7,Ryan Allen punts 34 yards out of bounds,0,0.330,0.380,.05
2019-11-24,Cowboys,Patriots,1,1:45,4,12,DAL 30,0-0,Chris Jones punts blocked by Matthew Slater recovered by Nate Ebner,0,-1.370,-4.780,-3.41
2019-11-24,Seahawks,Eagles,1,2:06,4,11,PHI 47,7-3,Michael Dickson punts 46 yards downed by Ugochukwu Amadi,0,0.130,0.380,.25
2019-11-24,Raiders,Jets,1,3:10,4,13,RAI 39,3-3,A.J. Cole punts 57 yards downed by Isaiah Johnson,0,-0.780,0.380,1.16
2019-11-24,Dolphins,Browns,1,4:52,4,9,MIA 19,0-7,Matt Haack punts 41 yards returned by D'Ernest Johnson for no gain,0,-2.140,-1.600,.54
2019-11-24,Broncos,Bills,2,14:10,4,13,DEN 40,0-0,Colby Wadman punts 50 yards muffed catch by Andre Roberts recovered by Andre Roberts at BUF-11 returned by Andre Roberts for 4 yards (tackle by Casey Kreiter). Penalty on Lorenzo Alexander: Illegal Block Above the Waist 7 yards,0,-0.720,0.380,1.10
2019-11-24,Bengals,Steelers,2,13:29,4,20,CIN 15,0-0,Kevin Huber punts 52 yards returned by Diontae Johnson for 7 yards (tackle by Tony McRae and Brandon Wilson),0,-2.440,-1.600,.84
2019-11-24,Packers,49ers,1,1:25,4,13,GNB 22,0-10,JK Scott punts 41 yards (tackle by Josh Jackson),0,-1.900,-1.400,.50
2019-11-24,Steelers,Bengals,2,10:58,4,1,PIT 49,0-0,Jordan Berry punts 41 yards fair catch by Alex Erickson at CIN-10,0,-0.130,0.380,.51
2019-11-24,Jaguars,Titans,2,10:51,4,4,JAX 33,0-0,Logan Cooke punts 61 yards returned by Adam Humphries for 21 yards (tackle by Jarrod Wilson and Najee Goode),0,-1.180,-0.740,.44
2019-11-24,49ers,Packers,2,15:00,4,13,SFO 34,10-0,Mitch Wishnowsky punts 46 yards fair catch by Tremon Smith at GB-20,0,-1.110,-0.280,.83
2019-11-24,Giants,Bears,2,14:55,4,7,NYG 36,0-0,Riley Dixon punts 55 yards returned by Tarik Cohen for 1 yard (tackle by Cody Core). Penalty on Joel Iyiegbuniwe: Illegal Blindside Block 5 yards,0,-0.980,0.380,1.36
2019-11-24,Washington,Lions,2,10:35,4,7,WAS 14,10-3,Tress Way punts 55 yards returned by Marvin Hall for 14 yards (tackle by Wendell Smallwood),0,-2.470,-1.930,.54
2019-11-24,Bengals,Steelers,2,8:44,4,11,CIN 9,0-0,Kevin Huber punts 43 yards returned by Diontae Johnson for 4 yards (tackle by Tony McRae),0,-2.490,-2.390,.10
2019-11-24,Buccaneers,Falcons,2,14:16,4,2,TAM 33,7-10,Bradley Pinion punts 54 yards returned by Kenjon Barner for no gain (tackle by Ryan Smith),0,-1.180,0.320,1.50
2019-11-24,Dolphins,Browns,2,14:15,4,7,MIA 42,0-14,Patrick Laird up the middle for 3 yards (tackle by Sione Takitaki and KhaDarel Hodge),0,-0.590,-2.650,-2.06
2019-11-24,Falcons,Buccaneers,2,11:38,4,28,ATL 8,10-7,Ryan Allen punts 54 yards returned by T.J. Logan for 11 yards (tackle by Qadree Ollison),0,-2.490,-2.190,.30
2019-11-24,Bears,Giants,2,11:11,4,18,CHI 8,0-0,Pat O'Donnell punts 46 yards returned by Golden Tate for 12 yards (tackle by Patrick Scales),0,-2.490,-2.790,-0.30
2019-11-24,Broncos,Bills,2,5:10,4,16,DEN 36,0-6,Colby Wadman punts 48 yards returned by Andre Roberts for no gain (tackle by Jeremiah Attaochu and Fred Brown). Penalty on Lorenzo Alexander: Offensive Holding 8 yards,0,-0.980,0.380,1.36
2019-11-24,49ers,Packers,2,9:18,4,25,SFO 13,10-0,Mitch Wishnowsky punts 52 yards returned by Tremon Smith for -1 yards (tackle by Raheem Mostert),0,-2.490,-1.200,1.29
2019-11-24,Saints,Panthers,2,6:41,4,10,NOR 25,17-9,Thomas Morstead punts 43 yards returned by D.J. Moore for no gain (tackle by A.J. Klein),0,-1.700,-1.070,.63
2019-11-24,Eagles,Seahawks,2,5:11,4,12,PHI 23,3-10,Cameron Johnston punts 37 yards returned by David Moore for 2 yards (tackle by Craig James),0,-1.830,-1.730,.10
2019-11-24,Lions,Washington,2,2:25,4,12,WAS 39,3-13,Sam Martin punts 34 yards downed by Dee Virgin,0,0.660,0.380,-0.28
2019-11-24,Titans,Jaguars,2,1:18,4,5,OTI 30,7-3,Brett Kern punts 48 yards returned by Dede Westbrook for -1 yards (tackle by Dane Cruikshank),0,-1.370,-0.340,1.03
2019-11-24,Packers,49ers,2,6:21,4,8,GNB 34,0-10,JK Scott punts 38 yards (tackle by Josh Jackson),0,-1.110,-1.070,.04
2019-11-24,Bears,Giants,2,6:54,4,17,CHI 18,0-7,Pat O'Donnell punts 51 yards returned by Jabrill Peppers for 40 yards (tackle by Josh Woods and Cordarrelle Patterson),0,-2.240,-3.640,-1.40
2019-11-24,Falcons,Buccaneers,2,4:57,4,18,ATL 38,10-13,Ryan Allen punts 54 yards returned by T.J. Logan for 2 yards (tackle by Qadree Ollison). Penalty on Ryan Smith: Illegal Block Above the Waist 5 yards. Penalty on Justin Watson: Illegal Block Above the Waist 5 yards,0,-0.850,0.380,1.23
2019-11-24,Seahawks,Eagles,2,3:03,4,13,SEA 39,10-3,Michael Dickson punts 46 yards fair catch by Greg Ward at PHI-15,0,-0.780,0.220,1.00
2019-11-24,Washington,Lions,2,1:16,4,2,WAS 13,13-3,Tress Way punts 45 yards downed by Simeon Thomas,0,-2.490,-1.730,.76
2019-11-24,Jaguars,Titans,2,0:22,4,8,JAX 38,3-7,Logan Cooke punts 47 yards fair catch by Adam Humphries at TEN-15,0,-0.850,0.220,1.07
2019-11-24,Steelers,Bengals,2,0:51,4,13,PIT 34,3-7,Jordan Berry punts 48 yards returned by Alex Erickson for 7 yards (tackle by Benny Snell). Penalty on Justin Layne: Player Out of Bounds on Kick 5 yards,0,-1.110,-0.940,.17
2019-11-24,Eagles,Seahawks,2,1:56,4,5,PHI 20,3-10,Cameron Johnston punts 37 yards fair catch by David Moore at SEA-43,0,-2.030,-1.800,.23
2019-11-24,Raiders,Jets,2,2:00,4,9,RAI 22,3-13,A.J. Cole punts 44 yards returned by Braxton Berrios for 26 yards (tackle by A.J. Cole). Penalty on A.J. Cole: Unnecessary Roughness 15 yards,0,-1.900,-3.910,-2.01
2019-11-24,Bears,Giants,2,4:25,4,7,CHI 35,0-7,Pat O'Donnell punts 13 yards out of bounds,0,-1.040,-2.390,-1.35
2019-11-24,Packers,49ers,2,2:02,4,6,GNB 29,0-13,JK Scott punts 32 yards out of bounds,0,-1.440,-1.530,-0.09
2019-11-24,Seahawks,Eagles,2,1:01,4,10,PHI 38,10-3,Michael Dickson punts 25 yards fair catch by Greg Ward at PHI-13,0,0.720,0.320,-0.40
2019-11-24,Bengals,Steelers,2,0:21,4,2,CIN 43,7-3,Kevin Huber punts 46 yards fair catch by Diontae Johnson at PIT-11,0,-0.520,0.370,.89
2019-11-24,Raiders,Jets,2,0:15,4,3,RAI 45,3-13,A.J. Cole punts 41 yards downed by Isaiah Johnson,0,-0.390,0.280,.67
2019-11-24,Jaguars,Titans,3,10:59,4,6,JAX 21,3-14,Logan Cooke punts 53 yards fair catch by Adam Humphries at TEN-26,0,-1.960,-0.670,1.29
2019-11-24,Steelers,Bengals,3,13:38,4,13,PIT 22,3-7,Jordan Berry punts 41 yards returned by Alex Erickson for 2 yards (tackle by Robert Spillane and Johnny Holton),0,-1.900,-1.530,.37
2019-11-24,Falcons,Buccaneers,2,0:20,4,3,ATL 32,10-19,Ryan Allen punts 42 yards downed by Sharrod Neasman,0,-1.240,-0.670,.57
2019-11-24,Patriots,Cowboys,3,13:17,4,4,NWE 42,10-6,Jake Bailey punts 58 yards touchback.,0,-0.590,-0.280,.31
2019-11-24,Packers,49ers,2,0:33,4,17,GNB 19,0-20,JK Scott punts 33 yards downed by Ty Summers,0,-2.140,-2.130,.01
2019-11-24,Bengals,Steelers,3,12:48,4,9,CIN 40,7-3,Kevin Huber punts 43 yards,0,-0.720,0.060,.78
2019-11-24,Cowboys,Patriots,3,12:22,4,7,DAL 23,6-10,Chris Jones punts 49 yards downed by C.J. Goodwin,0,-1.830,-0.810,1.02
2019-11-24,Panthers,Saints,3,14:09,4,6,CAR 29,15-17,Michael Palardy punts 33 yards downed by Jermaine Carter,0,-1.440,-1.470,-0.03
2019-11-24,Seahawks,Eagles,3,11:40,4,11,SEA 40,10-3,Michael Dickson punts 42 yards returned by Greg Ward for -3 yards (tackle by Cody Barton),0,-0.720,0.220,.94
2019-11-24,Jaguars,Titans,3,8:31,4,2,JAX 38,3-28,Logan Cooke punts 42 yards fair catch by Adam Humphries at TEN-20,0,-0.850,-0.280,.57
2019-11-24,49ers,Packers,3,12:36,4,23,SFO 12,23-0,Mitch Wishnowsky punts 51 yards returned by Tremon Smith for -2 yards (tackle by Tarvarius Moore and Raheem Mostert),0,-2.490,-1.270,1.22
2019-11-24,Washington,Lions,3,8:56,4,7,WAS 44,13-13,Tress Way punts 56 yards returned by Marvin Hall for 2 yards (tackle by Troy Apke),0,-0.460,0.380,.84
2019-11-24,Patriots,Cowboys,3,8:48,4,17,NWE 42,10-6,Jake Bailey punts 30 yards out of bounds,0,-0.590,-0.810,-0.22
2019-11-24,Dolphins,Browns,3,14:16,4,6,MIA 29,3-28,Matt Haack punts 53 yards returned by Dontrell Hilliard for 4 yards (tackle by Durham Smythe),0,-1.440,-0.410,1.03
2019-11-24,Cowboys,Patriots,3,6:29,4,1,DAL 37,6-10,Chris Jones punts 35 yards downed by C.J. Goodwin,0,-0.910,-0.810,.10
2019-11-24,Giants,Bears,3,10:01,4,3,NYG 32,7-10,Riley Dixon punts 62 yards downed by Antonio Hamilton,0,-1.240,0.380,1.62
2019-11-24,Patriots,Cowboys,3,4:58,4,3,NWE 35,10-6,Jake Bailey punts 65 yards touchback.,0,-1.040,-0.280,.76
2019-11-24,Buccaneers,Falcons,3,7:48,4,2,TAM 19,25-10,Bradley Pinion punts 43 yards returned by Kenjon Barner for 6 yards (tackle by Pat O'Connor),0,-2.140,-1.860,.28
2019-11-24,Lions,Washington,3,3:00,4,11,DET 38,13-13,Sam Martin punts 41 yards fair catch by Trey Quinn at WAS-21,0,-0.850,-0.340,.51
2019-11-24,Steelers,Bengals,3,3:34,4,9,PIT 26,10-10,Jordan Berry punts 43 yards returned by Alex Erickson for 9 yards (tackle by Tyler Matakevich and Trey Edmunds),0,-1.630,-1.600,.03
2019-11-24,Washington,Lions,3,1:32,4,17,WAS 14,13-13,Penalty on Nick Sundberg: False Start 5 yards (no play),0,-2.470,-2.490,-0.02
2019-11-24,Washington,Lions,3,1:24,4,22,WAS 9,13-13,Tress Way punts 56 yards returned by Danny Amendola for 15 yards (tackle by Michael Burton),0,-2.490,-2.260,.23
2019-11-24,Cowboys,Patriots,3,0:52,4,13,DAL 40,6-10,Penalty on DAL: Delay of Game 5 yards (no play),0,-0.720,-1.040,-0.32
2019-11-24,Bills,Broncos,3,5:41,4,15,DEN 48,6-0,Corey Bojorquez punts 35 yards fair catch by Diontae Spencer at DEN-13,0,0.070,0.320,.25
2019-11-24,Bengals,Steelers,3,2:34,4,9,CIN 41,10-10,Kevin Huber punts 49 yards returned by Diontae Johnson for 6 yards (tackle by Tony McRae),0,-0.650,0.140,.79
2019-11-24,Cowboys,Patriots,3,0:52,4,18,DAL 35,6-10,Chris Jones punts 47 yards downed by C.J. Goodwin. Penalty on Ventell Bryant: Illegal Motion 5 yards (no play),0,-1.040,-1.370,-0.33
2019-11-24,Raiders,Jets,3,3:26,4,4,RAI 41,3-34,A.J. Cole punts 44 yards fair catch by Braxton Berrios at NYJ-15,0,-0.650,0.220,.87
2019-11-24,Cowboys,Patriots,3,0:41,4,23,DAL 30,6-10,Chris Jones punts 32 yards fair catch by Rex Burkhead at NE-38,0,-1.370,-1.470,-0.10
2019-11-24,Eagles,Seahawks,3,1:18,4,14,PHI 44,3-10,Cameron Johnston punts 46 yards returned by David Moore for 12 yards (tackle by Rick Lovato). Penalty on Delano Hill: Illegal Block Above the Waist 10 yards,0,-0.460,0.350,.81
2019-11-24,Broncos,Bills,3,4:07,4,3,DEN 20,0-6,Colby Wadman punts 55 yards returned by Andre Roberts for 17 yards (tackle by Trey Marshall),0,-2.030,-1.730,.30
2019-11-24,Steelers,Bengals,3,0:19,4,2,PIT 38,10-10,Jordan Berry punts 47 yards downed by Jordan Dangerfield,0,-0.850,0.220,1.07
2019-11-24,Jets,Raiders,3,2:00,4,7,NYJ 18,34-3,Lac Edwards punts 59 yards returned by Trevor Davis for 11 yards (tackle by Maurice Canady),0,-2.240,-1.200,1.04
2019-11-24,Bills,Broncos,3,2:37,4,2,BUF 50,6-0,Corey Bojorquez punts 32 yards fair catch by Diontae Spencer at DEN-18,0,-0.060,-0.040,.02
2019-11-24,Bengals,Steelers,4,14:27,4,3,CIN 22,10-10,Kevin Huber punts 49 yards fair catch by Diontae Johnson at PIT-29,0,-1.900,-0.870,1.03
2019-11-24,Broncos,Bills,3,1:02,4,13,DEN 15,0-0,Colby Wadman punts 48 yards returned by Andre Roberts for 8 yards (tackle by Josh Watson and Joseph Jones),0,-2.440,-1.930,.51
2019-11-24,Raiders,Jets,4,14:19,4,2,RAI 46,3-34,A.J. Cole punts 32 yards out of bounds,0,-0.320,-0.410,-0.09
2019-11-24,Giants,Bears,3,3:47,4,9,NYG 19,7-19,Riley Dixon punts 57 yards out of bounds,0,-2.140,-0.540,1.60
2019-11-24,Jets,Raiders,4,13:25,4,19,NYJ 13,34-3,Lac Edwards punts 45 yards fair catch by Trevor Davis at OAK-42,0,-2.490,-1.730,.76
2019-11-24,Saints,Panthers,4,14:19,4,8,NOR 46,31-24,Thomas Morstead punts 54 yards touchback.,0,-0.320,-0.280,.04
2019-11-24,Raiders,Jets,4,11:39,4,11,NYJ 48,3-34,A.J. Cole punts 48 yards touchback.,0,0.070,-0.280,-0.35
2019-11-24,Panthers,Saints,4,13:36,4,10,CAR 20,24-31,Michael Palardy punts 46 yards fair catch by Alvin Kamara at NO-34,0,-2.030,-1.200,.83
2019-11-24,Bills,Broncos,4,13:11,4,9,DEN 41,6-0,Corey Bojorquez punts 30 yards fair catch by Diontae Spencer at DEN-11,0,0.530,0.370,-0.16
2019-11-24,Lions,Washington,4,9:03,4,17,DET 28,16-13,Sam Martin punts 50 yards returned by Trey Quinn for no gain (tackle by Dee Virgin),0,-1.500,-0.410,1.09
2019-11-24,Broncos,Bills,4,12:06,4,19,DEN 2,0-6,Colby Wadman punts 56 yards returned by Andre Roberts for 12 yards (tackle by Trey Marshall). Penalty on Isaac Yiadom: Unnecessary Roughness 15 yards,0,-2.490,-3.510,-1.02
2019-11-24,Washington,Lions,4,7:41,4,17,WAS 15,13-16,Tress Way punts 48 yards returned by Danny Amendola for no gain (tackle by Deshazor Everett and Michael Burton). Penalty on Dee Virgin: Illegal Block Above the Waist 10 yards,0,-2.440,-0.740,1.70
2019-11-24,Jets,Raiders,4,6:30,4,5,RAI 35,34-3,Penalty on NYJ: Delay of Game 5 yards (no play),0,0.980,0.590,-0.39
2019-11-24,Jets,Raiders,4,6:30,4,10,RAI 40,34-3,Lac Edwards punts 40 yards touchback.,0,0.590,-0.280,-0.87
2019-11-24,Steelers,Bengals,4,5:41,4,7,CIN 44,13-10,Jordan Berry punts 37 yards downed by Tyler Matakevich,0,0.330,0.380,.05
2019-11-24,Seahawks,Eagles,4,5:13,4,19,PHI 39,17-3,Michael Dickson punts 37 yards downed by Ugochukwu Amadi,0,0.660,0.380,-0.28
